latitude,longitude,altitude,geometry,street,neighbourhood,currentResult,votesTotal,osmnodeid,marker-color,comment
49.598544,6.141326,,Point,Rue de Carignan,Bonnevoie,2,5,node/6070606028,#FF0000,
49.60146,6.142402,,Point,Rue des Romains,Verlorenkost,2,5,node/6070606031,#FF0000,
49.602075,6.142053,,Point,Rue Félix de Blochausen,Verlorenkost,2,5,node/6070606032,#FF0000,
49.594224,6.148435,,Point,Rue Nicolas Martha,Bonnevoie,2,6,node/6070606033,#FF0000,
49.5846,6.127216,,Point,Boulevard de Kockelscheuer,Gasperich,0,6,node/6070762343,#FFD700,
49.583116,6.126933,,Point,Boulevard de Kockelscheuer,Gasperich,2,6,node/6070762364,#FF0000,
49.582695,6.127635,,Point,Boulevard de Kockelscheuer,Gasperich,2,6,node/6070762806,#FF0000,
49.613476,6.11928,,Point,Rue de Rollingergrund,Belair,10,6,node/6070814735,#FFD700,
49.606692,6.118163,,Point,Avenue Guillaume,Belair,12,6,node/6080859309,#FF0000,
49.594986,6.144079,,Point,Rue de Pont-Remy,Bonnevoie,12,6,node/6080859315,#FF0000,
49.584986,6.123148,,Point,,Gasperich,0,6,node/6080954597,#FFD700,
49.584776,6.123503,,Point,,Gasperich,0,6,node/6080954598,#FFD700,
49.616819,6.120965,,Point,Avenue de la Faïencerie,Limpertsberg,0,5,node/6306689612,#FFD700,
49.61394,6.15412,,Point,Tawioun,Cents,12,10,node/6375074213,#FF0000,
49.620435,6.119102,,Point,Rue Ermesinde,Limpertsberg,2,10,node/6413796895,#FF0000,
49.633328,6.171262,,Point,Rue Carlo Hemmer,Kirchberg,0,11,node/6435513245,#FFD700,
49.633999,6.170406,,Point,Rue Carlo Hemmer,Kirchberg,12,11,node/6435513246,#FF0000,
49.594032,6.148496,,Point,Rue Nicolas Martha,Bonnevoie,2,11,node/6468728683,#FF0000,
49.590867,6.103108,,Point,Rue du Neuf Septembre 1867,Cessange,2,6,node/6615224298,#FF0000,
49.638288,6.141662,,Point,Montée de Dommeldange,Dommeldange,12,5,node/6746626746,#FF0000,
49.578777,6.120171,,Point,Boulevard de Kockelscheuer,Gasperich,0,6,node/6952356363,#FFD700,
49.578742,6.120656,,Point,Boulevard de Kockelscheuer,Gasperich,0,6,node/6959666581,#FFD700,
49.579875,6.122,,Point,Rue Isaac Newton,Gasperich,0,6,node/6959700403,#FFD700,
49.581506,6.122266,,Point,Rue Gerhard Mercator,Gasperich,0,6,node/6959700449,#FFD700,
49.576545,6.11215,,Point,Route d'Esch,Gasperich,0,6,node/6967151677,#FFD700,
49.576556,6.111992,,Point,Route d'Esch,Gasperich,0,6,node/6967151678,#FFD700,
49.584406,6.118721,,Point,Rue Robert Stumper,Gasperich,0,6,node/6974216491,#FFD700,
49.584532,6.118745,,Point,Rue Robert Stumper,Gasperich,0,6,node/6974216492,#FFD700,
49.580013,6.118883,,Point,Rue Émile Bian,Gasperich,0,6,node/6974216546,#FFD700,
49.580041,6.118525,,Point,Rue Émile Bian,Gasperich,0,6,node/6974216549,#FFD700,
49.581286,6.118138,,Point,Rue Robert Stumper,Gasperich,0,6,node/6974216552,#FFD700,
49.581783,6.11875,,Point,Rue Hildegard von Bingen,Gasperich,0,6,node/6974216559,#FFD700,
49.581776,6.118842,,Point,Rue Hildegard von Bingen,Gasperich,0,6,node/6974216562,#FFD700,
49.581908,6.118803,,Point,Rue Hildegard von Bingen,Gasperich,0,6,node/6974216566,#FFD700,
49.581875,6.119181,,Point,Rue Hildegard von Bingen,Gasperich,0,6,node/6974216573,#FFD700,
49.584337,6.118708,,Point,Rue Robert Stumper,Gasperich,0,6,node/6974216579,#FFD700,
49.58395,6.118634,,Point,Rue Robert Stumper,Gasperich,0,6,node/6974216582,#FFD700,
49.582885,6.11843,,Point,Rue Robert Stumper,Gasperich,0,6,node/6974216589,#FFD700,
49.582516,6.11836,,Point,Rue Robert Stumper,Gasperich,0,6,node/6974216598,#FFD700,
49.584664,6.123376,,Point,Rue Charles Darwin,Gasperich,0,6,node/6974216613,#FFD700,
49.614396,6.1644,,Point,Beim Fetschebuer,Hamm,0,6,node/7036475978,#FFD700,
49.597439,6.131533,,Point,Rue Wenceslas 1er,Gare,0,5,node/7041798665,#FFD700,
49.586022,6.118428,,Point,Boulevard Friedrich Wilhelm Raiffeisen,Gasperich,0,5,node/7042068870,#FFD700,
49.574067,6.113158,,Point,Route de Bettembourg,Gasperich,2,5,node/7044723606,#FF0000,
49.612405,6.125009,,Point,Avenue Émile Reuter,Ville-Haute,0,5,node/7074588532,#FFD700,
49.613817,6.119243,,Point,Rue Jean-François Boch,Ville-Haute,0,5,node/7080431103,#FFD700,
49.583789,6.122145,,Point,Boulevard Friedrich Wilhelm Raiffeisen,Gasperich,0,5,node/7090993765,#FFD700,
49.61945,6.157772,,Point,Rue de Neudorf,Clausen,0,5,node/7096814291,#FFD700,
49.602024,6.100461,,Point,Rue de Merl,Merl,0,5,node/7098105644,#FFD700,
49.601525,6.104114,,Point,Nouvelle route d'Esch,Hollerich,0,5,node/7098110923,#FFD700,
49.6179,6.125356,,Point,Rue des Glacis,Limpertsberg,0,5,node/7296738145,#FFD700,
49.617909,6.125397,,Point,Rue des Glacis,Limpertsberg,0,5,node/7296738146,#FFD700,
49.636828,6.17828,,Point,N 51A,Kirchberg,0,5,node/7296750186,#FFD700,
49.584592,6.120679,,Point,Boulevard Friedrich Wilhelm Raiffeisen,Gasperich,2,5,node/7324957974,#FF0000,
49.583385,6.125669,,Point,Rue Albert Einstein,Gasperich,0,5,node/7397540413,#FFD700,
49.610933,6.126928,,Point,,Ville-Haute,0,5,node/7653160195,#FFD700,
49.59529,6.13296,,Point,Rocade de Bonnevoie,Bonnevoie,0,5,node/7877767763,#FFD700,
49.595243,6.133359,,Point,Rocade de Bonnevoie,Bonnevoie,0,5,node/7877767764,#FFD700,
49.637463,6.171862,,Point,Circuit de la Foire Internationale,Kirchberg,0,5,node/7939768828,#FFD700,
49.637507,6.171879,,Point,Circuit de la Foire Internationale,Kirchberg,0,5,node/7939768829,#FFD700,
49.622548,6.15392,,Point,Avenue John F. Kennedy,Kirchberg,0,5,node/7965980045,#FFD700,
49.62287,6.154727,,Point,Avenue John F. Kennedy,Kirchberg,0,5,node/7965980046,#FFD700,
49.623412,6.155978,,Point,Avenue John F. Kennedy,Kirchberg,0,5,node/7965980048,#FFD700,
49.624143,6.157527,,Point,Avenue John F. Kennedy,Kirchberg,0,5,node/7965980050,#FFD700,
49.610765,6.12636,,Point,,Ville-Haute,0,5,node/7968567845,#FFD700,
49.611429,6.126267,,Point,Boulevard Royal,Ville-Haute,0,5,node/7968567847,#FFD700,
49.621104,6.183657,,Point,Rue Cents,Cents,0,5,node/7970775549,#FFD700,
49.60724,6.127891,,Point,Avenue de la Liberté,Gare,0,5,node/8042417020,#FFD700,
49.584399,6.120403,,Point,Boulevard Friedrich Wilhelm Raiffeisen,Gasperich,2,5,node/8186236749,#FF0000,
49.623599,6.143472,,Point,,Kirchberg,0,5,node/8308923119,#FFD700,
49.598242,6.132413,,Point,Rue de Hollerich,Gare,0,5,node/8569285144,#FFD700,
49.598258,6.132421,,Point,Rue de Hollerich,Gare,0,5,node/8569285145,#FFD700,
49.606072,6.127268,,Point,,Clausen,2,6,node/8594731116,#FF0000,
49.606042,6.127492,,Point,,Clausen,2,6,node/8594733317,#FF0000,
49.611283,6.118533,,Point,Place Winston Churchill,Ville-Haute,2,6,node/8618813138,#FF0000,
49.575752,6.117915,,Point,Boulevard de Kockelscheuer,Gasperich,0,5,node/8724313168,#FFD700,
49.575787,6.118071,,Point,Boulevard de Kockelscheuer,Gasperich,0,5,node/8724313169,#FFD700,
49.6089185,6.1507908,,Point,Val de Hamm,Hamm,12,1,node/1740533042,#FF0000,Manually added and verified per citizen request on 09/11/2021
